Seed,Rooms,Connections,Corridors,FloorCells,RoomCells,CorridorCells,AverageRoomArea,SmallestRoomArea,LargestRoomArea,TotalCorridorLength,AverageCorridorLength,GraphDistance,ShortestPlayablePath
407,14,13,13,2017,1324,234,94.57,54,169,263,20.23,4,94
408,12,11,11,2285,1667,321,138.92,30,448,390,35.45,3,69
409,15,14,14,2184,1451,236,96.73,40,345,325,23.21,4,92
410,12,11,11,1967,1303,288,108.58,25,408,309,28.09,3,108
411,16,15,15,2153,1453,264,90.81,30,216,320,21.33,4,107
412,12,11,11,1955,1299,284,108.25,35,390,298,27.09,3,99
413,14,13,13,1928,1238,320,88.43,30,192,351,27.00,4,110
414,12,11,11,1949,1367,234,113.92,40,286,260,23.64,4,106
415,15,14,14,1899,1234,315,82.27,30,270,347,24.79,4,106
416,10,9,9,2088,1543,240,154.30,35,624,251,27.89,4,92
417,16,15,15,2494,1699,266,106.19,35,253,338,22.53,4,102
418,11,10,10,2388,1791,226,162.82,48,589,245,24.50,4,96
419,14,13,13,2253,1512,310,108.00,35,338,339,26.08,3,95
420,11,10,10,1399,876,231,79.64,30,187,246,24.60,4,128
421,16,15,15,2060,1360,270,85.00,25,189,362,24.13,4,109
422,16,15,15,2262,1505,307,94.06,25,280,347,23.13,4,100
423,14,13,13,1961,1317,300,94.07,30,208,342,26.31,3,106
424,14,13,13,2290,1585,273,113.21,42,416,289,22.23,4,101
425,14,13,13,1990,1376,213,98.29,25,323,293,22.54,4,98
426,13,12,12,2188,1482,261,114.00,63,240,292,24.33,4,104
427,14,13,13,2190,1512,258,108.00,25,375,343,26.38,3,95
428,16,15,15,2136,1471,287,91.94,35,247,335,22.33,4,97
429,12,11,11,1913,1306,221,108.83,42,220,290,26.36,3,100
430,13,12,12,1760,1175,263,90.38,30,216,311,25.92,4,99
431,12,11,11,1720,1127,228,93.92,30,306,297,27.00,3,65
432,16,15,15,2108,1385,284,86.56,36,170,336,22.40,4,90
433,11,10,10,1842,1216,263,110.55,45,380,312,31.20,3,85
434,14,13,13,2149,1498,236,107.00,40,456,270,20.77,4,91
435,12,11,11,2072,1401,264,116.75,36,238,313,28.45,3,84
436,15,14,14,1996,1297,280,86.47,45,152,337,24.07,4,92
437,12,11,11,1908,1336,246,111.33,30,320,285,25.91,4,99
438,14,13,13,1970,1372,289,98.00,35,195,329,25.31,3,96
439,12,11,11,2175,1491,250,124.25,35,420,290,26.36,4,102
440,16,15,15,2168,1446,265,90.38,25,216,320,21.33,4,99
441,12,11,11,1725,1131,264,94.25,30,336,286,26.00,4,104
442,14,13,13,2347,1716,264,122.57,45,247,321,24.69,4,104
443,11,10,10,2171,1543,224,140.27,60,306,271,27.10,4,95
444,16,15,15,2003,1328,288,83.00,30,225,350,23.33,4,102
445,15,14,14,1817,1105,298,73.67,25,160,323,23.07,4,104
446,14,13,13,1823,1114,316,79.57,25,216,389,29.92,3,103
447,14,13,13,1979,1343,279,95.93,30,396,313,24.08,4,90
448,15,14,14,2013,1292,284,86.13,30,225,322,23.00,4,102
449,15,14,14,1689,1104,236,73.60,25,182,281,20.07,4,105
450,14,13,13,2147,1464,287,104.57,30,378,325,25.00,3,100
451,15,14,14,2117,1471,285,98.07,25,220,322,23.00,4,130
452,12,11,11,2014,1345,282,112.08,25,280,338,30.73,3,94
453,14,13,13,2316,1618,267,115.57,25,420,312,24.00,4,84
454,10,9,9,1861,1314,234,131.40,45,510,256,28.44,3,57
455,15,14,14,2474,1657,295,110.47,30,276,331,23.64,4,118
456,11,10,10,2064,1418,253,128.91,45,459,297,29.70,3,101
457,14,13,13,2184,1485,293,106.07,35,352,349,26.85,4,99
458,12,11,11,1858,1282,288,106.83,35,272,326,29.64,3,102
459,15,14,14,2004,1241,314,82.73,48,133,362,25.86,3,105
460,12,11,11,1551,1001,225,83.42,30,190,276,25.09,4,102
461,14,13,13,2285,1604,269,114.57,25,418,354,27.23,3,108
462,12,11,11,1655,1081,240,90.08,30,308,257,23.36,4,92
463,14,13,13,2298,1568,296,112.00,25,345,342,26.31,3,101
464,11,10,10,2094,1461,225,132.82,63,289,255,25.50,4,99
465,13,12,12,2208,1548,254,119.08,63,228,311,25.92,3,79
466,16,15,15,2364,1615,262,100.94,35,361,306,20.40,4,98
467,15,14,14,1451,868,262,57.87,25,99,294,21.00,4,94
468,13,12,12,2488,1831,245,140.85,35,627,286,23.83,3,105
469,16,15,15,1964,1230,330,76.88,25,247,360,24.00,4,110
470,14,13,13,1902,1262,263,90.14,36,192,333,25.62,4,101
471,14,13,13,2190,1490,268,106.43,35,570,316,24.31,4,94
472,14,13,13,1922,1326,224,94.71,25,280,265,20.38,4,93
473,14,13,13,2358,1636,289,116.86,30,320,306,23.54,3,103
474,14,13,13,1749,1151,251,82.21,25,228,285,21.92,4,97
475,11,10,10,1720,1108,273,100.73,40,234,305,30.50,3,108
476,15,14,14,2026,1357,268,90.47,25,270,315,22.50,4,95
477,12,11,11,2042,1470,243,122.50,25,324,326,29.64,3,81
478,15,14,14,2108,1430,275,95.33,35,440,329,23.50,4,104
479,11,10,10,2883,2278,243,207.09,40,713,290,29.00,3,97
480,15,14,14,2031,1296,296,86.40,25,208,371,26.50,3,108
481,12,11,11,1782,1135,235,94.58,30,259,305,27.73,4,107
482,15,14,14,2437,1674,302,111.60,42,260,318,22.71,4,96
483,12,11,11,1950,1345,222,112.08,35,450,254,23.09,4,108
484,14,13,13,2385,1704,311,121.71,25,532,368,28.31,4,109
485,12,11,11,2146,1553,212,129.42,70,308,225,20.45,4,88
486,15,14,14,2366,1636,261,109.07,55,240,340,24.29,4,108
487,12,11,11,2184,1585,217,132.08,25,360,255,23.18,4,101
488,13,12,12,2116,1467,283,112.85,42,330,314,26.17,4,95
489,14,13,13,2227,1551,249,110.79,25,240,275,21.15,4,102
490,13,12,12,2244,1538,280,118.31,42,261,323,26.92,3,107
491,14,13,13,2052,1404,256,100.29,25,288,310,23.85,4,93
492,16,15,15,2119,1412,328,88.25,30,351,387,25.80,4,109
493,16,15,15,2188,1472,288,92.00,25,224,353,23.53,4,99
494,13,12,12,2072,1415,264,108.85,30,552,298,24.83,4,106
495,13,12,12,2107,1402,279,107.85,48,270,295,24.58,4,99
496,11,10,10,1618,1011,253,91.91,40,150,297,29.70,3,98
497,16,15,15,2577,1844,244,115.25,40,308,303,20.20,4,100
498,11,10,10,1689,1062,284,96.55,25,290,341,34.10,3,95
499,13,12,12,1661,1050,236,80.77,25,180,287,23.92,3,99
500,12,11,11,2022,1376,300,114.67,40,230,326,29.64,3,109
501,15,14,14,2017,1304,262,86.93,40,168,307,21.93,4,100
502,12,11,11,2217,1617,271,134.75,30,620,294,26.73,3,100
503,16,15,15,1947,1222,233,76.38,35,154,314,20.93,4,97
504,11,10,10,2058,1514,205,137.64,35,600,251,25.10,4,95
505,15,14,14,2078,1344,304,89.60,35,234,331,23.64,4,107
506,11,10,10,2111,1525,247,138.64,42,375,262,26.20,4,119
507,13,12,12,1904,1242,287,95.54,48,306,333,27.75,3,104
508,12,11,11,2121,1467,257,122.25,40,231,282,25.64,4,98
509,15,14,14,2119,1418,305,94.53,36,247,357,25.50,4,104
510,12,11,11,2216,1532,210,127.67,56,256,245,22.27,4,97
511,13,12,12,2142,1491,279,114.69,40,231,330,27.50,3,91
512,14,13,13,2359,1734,267,123.86,30,704,314,24.15,4,98
513,14,13,13,2364,1746,297,124.71,35,476,325,25.00,4,102
514,15,14,14,1714,1049,288,69.93,25,147,328,23.43,3,106
515,14,13,13,2215,1566,269,111.86,49,273,308,23.69,3,100
516,14,13,13,1897,1221,262,87.21,30,374,298,22.92,4,99
517,13,12,12,1806,1215,274,93.46,30,247,300,25.00,4,89
518,14,13,13,2126,1353,292,96.64,25,189,325,25.00,4,97
519,12,11,11,2077,1445,261,120.42,25,231,321,29.18,3,89
520,16,15,15,2459,1767,284,110.44,30,462,318,21.20,4,106
521,11,10,10,1831,1194,288,108.55,25,253,313,31.30,3,106
522,15,14,14,2303,1622,306,108.13,35,374,365,26.07,4,92
523,12,11,11,1854,1215,286,101.25,25,294,300,27.27,3,100
524,16,15,15,1962,1266,318,79.13,25,216,351,23.40,4,105
525,11,10,10,2016,1429,198,129.91,36,464,301,30.10,3,76
526,15,14,14,2169,1466,254,97.73,45,170,314,22.43,4,112
527,11,10,10,2021,1410,229,128.18,25,288,279,27.90,3,103
528,15,14,14,2172,1519,262,101.27,40,231,308,22.00,4,99
529,11,10,10,1529,1005,192,91.36,30,176,219,21.90,4,70
530,14,13,13,2116,1469,253,104.93,25,189,311,23.92,4,102
531,12,11,11,1823,1200,270,100.00,30,532,316,28.73,4,124
532,14,13,13,2121,1480,233,105.71,50,204,296,22.77,4,108
533,13,12,12,1937,1288,258,99.08,30,210,304,25.33,4,109
534,14,13,13,1656,1019,282,72.79,30,132,324,24.92,3,104
535,14,13,13,2197,1517,277,108.36,48,260,310,23.85,4,105
536,14,13,13,2140,1444,286,103.14,35,418,347,26.69,3,102
537,16,15,15,2603,1861,269,116.31,30,580,329,21.93,4,100
538,16,15,15,2014,1349,283,84.31,40,304,306,20.40,4,93
539,13,12,12,1789,1121,268,86.23,35,187,308,25.67,4,101
540,15,14,14,1850,1163,294,77.53,25,288,367,26.21,4,108
541,15,14,14,2184,1545,263,103.00,30,234,351,25.07,3,104
542,11,10,10,1966,1328,260,120.73,35,270,320,32.00,3,92
543,15,14,14,2215,1465,237,97.67,42,289,270,19.29,4,88
544,12,11,11,1918,1291,263,107.58,30,312,336,30.55,3,90
545,14,13,13,2292,1614,275,115.29,35,338,315,24.23,4,83
546,12,11,11,2017,1424,268,118.67,25,528,307,27.91,3,112
547,15,14,14,2048,1363,273,90.87,40,198,315,22.50,4,107
548,12,11,11,2248,1604,257,133.67,42,520,285,25.91,4,97
549,15,14,14,2050,1330,324,88.67,30,221,369,26.36,3,96
550,12,11,11,1700,1091,219,90.92,48,184,263,23.91,4,106
551,14,13,13,2030,1349,271,96.36,25,380,373,28.69,4,104
552,11,10,10,2323,1772,227,161.09,30,735,248,24.80,4,91
553,15,14,14,2094,1322,241,88.13,30,209,304,21.71,4,99
554,12,11,11,1930,1301,235,108.42,40,280,278,25.27,4,102
555,13,12,12,1869,1224,321,94.15,25,276,360,30.00,3,107
556,14,13,13,2041,1344,272,96.00,30,286,298,22.92,4,99
557,16,15,15,2101,1350,286,84.38,35,210,335,22.33,4,108
558,15,14,14,2027,1358,282,90.53,36,210,315,22.50,4,101
559,14,13,13,1883,1220,266,87.14,30,272,319,24.54,4,98
560,13,12,12,1762,1090,289,83.85,25,186,322,26.83,3,104
561,15,14,14,1794,1077,297,71.80,30,187,367,26.21,4,101
562,14,13,13,2450,1768,279,126.29,45,352,324,24.92,4,106
563,12,11,11,1618,997,306,83.08,36,136,317,28.82,4,107
564,14,13,13,1786,1168,237,83.43,30,261,303,23.31,4,105
565,12,11,11,1929,1242,273,103.50,30,210,311,28.27,3,95
566,13,12,12,2135,1486,278,114.31,25,324,329,27.42,4,107
567,11,10,10,1598,997,240,90.64,40,279,274,27.40,4,104
568,16,15,15,2343,1609,293,100.56,35,375,363,24.20,4,99
569,12,11,11,2084,1404,302,117.00,25,560,336,30.55,3,107
570,14,13,13,2145,1450,254,103.57,45,162,280,21.54,4,101
571,12,11,11,2094,1508,247,125.67,30,725,292,26.55,4,102
572,14,13,13,2157,1486,292,106.14,30,240,319,24.54,4,90
573,12,11,11,2027,1430,263,119.17,25,448,292,26.55,4,111
574,14,13,13,1637,1005,234,71.79,35,190,302,23.23,4,101
575,12,11,11,2074,1416,232,118.00,30,261,263,23.91,4,95
576,16,15,15,2336,1554,310,97.13,30,210,342,22.80,4,102
577,14,13,13,2257,1545,240,110.36,35,364,278,21.38,4,103
578,14,13,13,2204,1514,245,108.14,30,260,317,24.38,4,87
579,14,13,13,2269,1593,266,113.79,48,168,320,24.62,4,98
580,16,15,15,2395,1672,272,104.50,25,384,353,23.53,4,108
581,13,12,12,2328,1664,283,128.00,35,660,310,25.83,3,99
582,14,13,13,1762,1086,316,77.57,25,252,363,27.92,3,96
583,14,13,13,1871,1248,244,89.14,35,182,308,23.69,4,96
584,16,15,15,1836,1173,289,73.31,35,210,347,23.13,4,98
585,15,14,14,2028,1294,269,86.27,30,140,304,21.71,4,82
586,12,11,11,2433,1746,260,145.50,42,462,300,27.27,3,87
587,15,14,14,1885,1165,295,77.67,25,150,332,23.71,4,112
588,11,10,10,1927,1302,260,118.36,30,285,315,31.50,3,102
589,16,15,15,2399,1620,298,101.25,36,380,355,23.67,4,88
590,11,10,10,1927,1358,285,123.45,30,345,320,32.00,3,84
591,14,13,13,1840,1198,263,85.57,30,140,309,23.77,4,99
592,12,11,11,2266,1636,241,136.33,25,500,292,26.55,4,113
593,15,14,14,2118,1438,297,95.87,35,240,316,22.57,4,102
594,12,11,11,2180,1515,265,126.25,42,475,284,25.82,4,114
595,15,14,14,2135,1480,280,98.67,35,256,346,24.71,3,98
596,11,10,10,2135,1529,259,139.00,35,396,275,27.50,4,95
597,15,14,14,2615,1861,274,124.07,40,375,324,23.14,4,98
598,12,11,11,2042,1480,217,123.33,30,513,232,21.09,4,94
599,14,13,13,2125,1479,250,105.64,35,304,304,23.38,4,108
600,14,13,13,2450,1796,241,128.29,40,868,278,21.38,4,97
601,13,12,12,2147,1466,306,112.77,30,495,388,32.33,3,121
602,16,15,15,2075,1359,282,84.94,45,255,317,21.13,4,95
603,15,14,14,2226,1584,256,105.60,25,310,317,22.64,4,108
604,13,12,12,1453,888,277,68.31,25,144,322,26.83,4,109
605,14,13,13,2261,1547,288,110.50,35,256,337,25.92,4,95
606,15,14,14,2130,1432,266,95.47,30,304,312,22.29,4,95
607,11,10,10,2039,1460,243,132.73,35,442,268,26.80,3,117
608,13,12,12,2119,1515,237,116.54,45,266,253,21.08,4,93
609,12,11,11,1616,935,322,77.92,40,143,367,33.36,3,76
610,14,13,13,2090,1369,277,97.79,30,390,311,23.92,3,98
611,11,10,10,1659,1085,284,98.64,40,238,311,31.10,3,119
612,15,14,14,2166,1414,252,94.27,40,182,288,20.57,4,92
613,12,11,11,2266,1593,251,132.75,25,384,294,26.73,4,94
614,15,14,14,1984,1253,303,83.53,25,243,359,25.64,3,95
615,10,9,9,1813,1200,206,120.00,45,350,235,26.11,4,106
616,14,13,13,1983,1261,281,90.07,35,168,308,23.69,4,106
617,12,11,11,2345,1785,273,148.75,25,1032,307,27.91,4,101
618,13,12,12,2256,1543,290,118.69,45,240,308,25.67,4,112
619,12,11,11,1651,1072,230,89.33,36,160,273,24.82,4,91
620,13,12,12,2440,1663,261,127.92,56,243,325,27.08,4,94
621,12,11,11,2344,1701,237,141.75,30,264,274,24.91,4,96
622,14,13,13,1821,1133,278,80.93,25,147,299,23.00,4,98
623,15,14,14,2043,1382,259,92.13,35,312,302,21.57,4,91
624,14,13,13,2515,1872,250,133.71,25,550,321,24.69,4,71
625,14,13,13,2364,1676,264,119.71,40,429,312,24.00,4,100
626,14,13,13,1796,1163,275,83.07,35,168,299,23.00,3,102
627,14,13,13,2011,1339,252,95.64,40,182,291,22.38,4,97
628,14,13,13,2285,1617,342,115.50,42,228,381,29.31,3,94
629,15,14,14,1963,1239,278,82.60,25,130,308,22.00,3,104
630,11,10,10,1705,1058,222,96.18,54,144,280,28.00,3,104
631,13,12,12,1964,1287,250,99.00,30,261,319,26.58,4,88
632,12,11,11,2392,1705,267,142.08,42,648,308,28.00,3,83
633,16,15,15,2233,1504,257,94.00,42,144,345,23.00,4,105
634,11,10,10,2384,1796,232,163.27,35,651,305,30.50,3,90
635,14,13,13,1735,1100,238,78.57,25,144,298,22.92,4,104
636,12,11,11,2367,1765,258,147.08,30,680,330,30.00,3,87
637,16,15,15,2249,1510,285,94.38,35,204,323,21.53,4,102
638,12,11,11,1929,1324,239,110.33,35,418,294,26.73,4,105
639,15,14,14,2211,1508,261,100.53,40,252,294,21.00,4,87
640,12,11,11,1946,1313,244,109.42,30,350,278,25.27,4,101
641,15,14,14,2304,1564,261,104.27,40,220,310,22.14,4,96
642,11,10,10,1992,1425,209,129.55,72,264,237,23.70,4,88
643,13,12,12,2114,1424,275,109.54,25,253,303,25.25,4,96
644,14,13,13,1814,1138,257,81.29,40,207,344,26.46,4,100
645,16,15,15,1887,1200,313,75.00,25,196,340,22.67,4,108
646,15,14,14,2023,1367,273,91.13,30,208,289,20.64,4,94
647,14,13,13,1721,1116,273,79.71,25,234,335,25.77,3,120
648,14,13,13,2235,1525,280,108.93,25,306,322,24.77,4,91
649,16,15,15,2437,1680,336,105.00,40,432,389,25.93,4,110
650,15,14,14,2165,1493,262,99.53,36,330,349,24.93,3,106
651,15,14,14,2192,1509,239,100.60,25,342,344,24.57,4,102
652,14,13,13,1492,876,222,62.57,35,90,280,21.54,4,107
653,12,11,11,1557,966,285,80.50,36,126,300,27.27,4,112
654,15,14,14,2000,1264,295,84.27,25,190,335,23.93,4,109
655,12,11,11,1935,1367,295,113.92,30,486,330,30.00,3,72
656,15,14,14,2094,1317,278,87.80,25,238,322,23.00,4,109
657,12,11,11,1317,739,289,61.58,25,175,311,28.27,3,102
658,14,13,13,2171,1474,285,105.29,30,432,332,25.54,4,104
659,11,10,10,1911,1330,217,120.91,49,270,252,25.20,4,118
660,15,14,14,1855,1161,281,77.40,30,238,330,23.57,4,97
661,11,10,10,1880,1322,182,120.18,30,448,223,22.30,4,82
662,14,13,13,2324,1607,258,114.79,36,196,339,26.08,3,90
663,12,11,11,2135,1518,251,126.50,25,546,279,25.36,4,103
664,16,15,15,1973,1260,306,78.75,30,170,362,24.13,4,105
665,11,10,10,2094,1494,229,135.82,60,357,258,25.80,4,105
666,13,12,12,2155,1493,285,114.85,40,272,308,25.67,3,94
667,15,14,14,2353,1636,247,109.07,25,330,281,20.07,4,101
668,14,13,13,2423,1726,278,123.29,25,286,343,26.38,3,103
669,13,12,12,1961,1308,267,100.62,42,276,294,24.50,4,104
670,14,13,13,2398,1728,276,123.43,36,448,308,23.69,3,103
671,14,13,13,2246,1582,294,113.00,25,392,335,25.77,4,106
672,14,13,13,2461,1790,249,127.86,35,468,313,24.08,4,81
673,14,13,13,2193,1519,255,108.50,35,231,277,21.31,4,104
674,12,11,11,2427,1833,327,152.75,50,437,358,32.55,3,77
675,14,13,13,2219,1507,276,107.64,40,315,300,23.08,4,95
676,11,10,10,1786,1186,283,107.82,36,312,303,30.30,3,112
677,15,14,14,2243,1553,266,103.53,35,352,300,21.43,4,84
678,12,11,11,2519,1830,339,152.50,30,704,365,33.18,3,85
679,14,13,13,1864,1224,265,87.43,40,230,288,22.15,4,101
680,12,11,11,1984,1343,261,111.92,30,345,290,26.36,4,105
681,15,14,14,2131,1331,310,88.73,35,252,370,26.43,4,105
682,11,10,10,1574,1003,248,91.18,42,256,261,26.10,4,101
683,14,13,13,2221,1453,271,103.79,45,297,313,24.08,3,97
684,12,11,11,1996,1359,241,113.25,30,288,275,25.00,4,98
685,14,13,13,1910,1215,328,86.79,25,266,372,28.62,3,94
686,11,10,10,1442,900,215,81.82,35,176,255,25.50,4,95
687,15,14,14,1757,1077,319,71.80,25,168,378,27.00,4,93
688,11,10,10,1868,1269,195,115.36,42,286,244,24.40,4,105
689,16,15,15,1974,1345,271,84.06,40,171,332,22.13,4,97
690,13,12,12,2015,1401,225,107.77,30,400,294,24.50,3,101
691,13,12,12,2046,1333,216,102.54,42,176,276,23.00,4,104
692,14,13,13,2501,1740,253,124.29,25,247,309,23.77,4,94
693,14,13,13,1862,1222,294,87.29,25,168,347,26.69,3,105
694,15,14,14,2123,1418,273,94.53,30,225,330,23.57,4,99
695,14,13,13,2476,1733,295,123.79,35,360,312,24.00,4,98
696,13,12,12,2213,1466,278,112.77,30,342,300,25.00,4,99
697,10,9,9,1888,1281,210,128.10,45,310,264,29.33,3,91
698,16,15,15,2102,1401,305,87.56,35,154,340,22.67,4,105
699,11,10,10,1489,886,264,80.55,30,168,305,30.50,4,80
700,15,14,14,2033,1343,265,89.53,25,198,302,21.57,4,109
701,11,10,10,2152,1550,257,140.91,36,484,288,28.80,3,72
702,15,14,14,1963,1265,281,84.33,25,273,329,23.50,4,108
703,11,10,10,1838,1243,279,113.00,25,464,306,30.60,4,113
704,14,13,13,1926,1263,283,90.21,30,306,345,26.54,3,100
705,11,10,10,1789,1126,237,102.36,54,285,273,27.30,4,105
706,15,14,14,2181,1484,284,98.93,40,230,330,23.57,4,106
707,12,11,11,2028,1391,219,115.92,49,325,258,23.45,4,102
708,14,13,13,2058,1385,248,98.93,36,242,327,25.15,4,96
709,11,10,10,1797,1168,231,106.18,60,195,267,26.70,4,94
710,15,14,14,1922,1283,270,85.53,30,234,303,21.64,4,105
711,16,15,15,1800,1143,272,71.44,30,225,320,21.33,4,104
712,16,15,15,2328,1555,271,97.19,35,231,359,23.93,4,98
713,14,13,13,2142,1467,251,104.79,25,374,300,23.08,4,115
714,14,13,13,1930,1236,283,88.29,30,153,323,24.85,4,109
715,16,15,15,2172,1438,292,89.88,25,200,338,22.53,4,112
716,14,13,13,1953,1270,297,90.71,55,216,318,24.46,3,100
717,14,13,13,2096,1405,257,100.36,35,238,314,24.15,4,101
718,14,13,13,2039,1393,235,99.50,40,276,317,24.38,4,102
719,15,14,14,1871,1269,256,84.60,40,162,326,23.29,4,106
720,11,10,10,2244,1688,227,153.45,30,552,291,29.10,3,69
721,16,15,15,1939,1209,265,75.56,25,154,308,20.53,4,95
722,12,11,11,2309,1699,266,141.58,30,506,301,27.36,4,109
723,15,14,14,1948,1176,319,78.40,25,240,369,26.36,4,129
724,11,10,10,2225,1507,277,137.00,45,432,301,30.10,3,101
725,16,15,15,2398,1636,279,102.25,25,198,307,20.47,4,97
726,11,10,10,1389,839,275,76.27,25,240,312,31.20,3,109
727,14,13,13,2256,1594,290,113.86,40,224,330,25.38,4,101
728,11,10,10,2136,1554,246,141.27,35,720,261,26.10,4,104
729,14,13,13,1798,1104,261,78.86,25,198,278,21.38,4,99
730,12,11,11,2132,1523,232,126.92,35,280,264,24.00,4,96
731,13,12,12,2371,1631,278,125.46,42,204,299,24.92,3,98
732,12,11,11,1915,1300,200,108.33,42,253,267,24.27,4,102
733,15,14,14,2116,1422,277,94.80,30,217,297,21.21,4,103
734,14,13,13,1362,750,264,53.57,30,120,322,24.77,4,102
735,14,13,13,2157,1427,302,101.93,63,221,330,25.38,4,96
736,14,13,13,2065,1434,250,102.43,30,209,281,21.62,4,95
737,13,12,12,2535,1793,279,137.92,48,544,313,26.08,4,109
738,16,15,15,1990,1290,272,80.63,35,247,324,21.60,4,122
739,16,15,15,1986,1280,314,80.00,25,380,348,23.20,4,116
740,14,13,13,1442,832,271,59.43,35,99,314,24.15,4,114
741,11,10,10,1915,1301,201,118.27,36,231,283,28.30,4,99
742,16,15,15,1976,1254,325,78.38,25,238,369,24.60,4,134
743,10,9,9,1699,1109,301,110.90,30,440,316,35.11,3,103
744,15,14,14,2074,1392,267,92.80,30,224,302,21.57,4,103
745,12,11,11,2026,1394,246,116.17,30,384,281,25.55,4,91
746,15,14,14,2523,1796,316,119.73,42,384,337,24.07,4,107
747,10,9,9,2229,1670,260,167.00,30,552,297,33.00,3,79
748,15,14,14,1950,1264,318,84.27,35,266,365,26.07,3,101
749,12,11,11,1565,1014,229,84.50,30,132,255,23.18,4,99
750,15,14,14,2232,1522,296,101.47,25,310,339,24.21,4,115
751,12,11,11,1518,929,210,77.42,36,140,249,22.64,4,99
752,14,13,13,2148,1396,289,99.71,35,195,348,26.77,4,102
753,12,11,11,2167,1585,209,132.08,35,299,262,23.82,4,89
754,14,13,13,2128,1430,303,102.14,35,210,338,26.00,4,102
755,13,12,12,1966,1299,241,99.92,30,189,269,22.42,4,98
756,13,12,12,1819,1147,241,88.23,40,203,310,25.83,4,91
757,13,12,12,1739,1082,279,83.23,30,391,349,29.08,3,106
758,14,13,13,1987,1262,293,90.14,45,200,329,25.31,4,98
759,16,15,15,1803,1135,257,70.94,25,225,296,19.73,4,92
760,15,14,14,2149,1475,291,98.33,25,378,354,25.29,4,101
761,14,13,13,1881,1249,292,89.21,30,168,310,23.85,4,101
762,14,13,13,2433,1693,275,120.93,50,391,321,24.69,3,102
763,14,13,13,2020,1433,232,102.36,30,325,288,22.15,4,88
764,11,10,10,2040,1465,267,133.18,30,729,320,32.00,3,105
765,14,13,13,1911,1196,255,85.43,36,192,321,24.69,4,104
766,11,10,10,2178,1544,271,140.36,40,340,320,32.00,3,81
767,14,13,13,2228,1462,259,104.43,35,360,326,25.08,4,100
768,12,11,11,1692,1098,249,91.50,40,168,278,25.27,3,101
769,15,14,14,1912,1193,294,79.53,35,336,321,22.93,4,101
770,11,10,10,2414,1707,336,155.18,40,782,358,35.80,3,85
771,15,14,14,2366,1590,257,106.00,50,230,326,23.29,4,109
772,12,11,11,2240,1573,237,131.08,35,350,266,24.18,4,100
773,15,14,14,2033,1315,288,87.67,30,200,325,23.21,3,106
774,12,11,11,2225,1568,266,130.67,45,299,309,28.09,4,100
775,14,13,13,2103,1457,284,104.07,25,414,306,23.54,4,108
776,12,11,11,1499,921,258,76.75,30,270,319,29.00,4,109
777,14,13,13,2203,1495,293,106.79,40,240,340,26.15,3,110
778,14,13,13,2022,1389,243,99.21,45,182,276,21.23,4,98
779,15,14,14,2412,1709,290,113.93,35,324,352,25.14,4,102
780,13,12,12,2017,1350,301,103.85,30,288,347,28.92,3,101
781,14,13,13,2150,1418,252,101.29,40,308,295,22.69,4,91
782,13,12,12,2506,1912,235,147.08,42,493,261,21.75,4,95
783,13,12,12,2235,1582,278,121.69,25,336,301,25.08,4,100
784,14,13,13,2185,1532,254,109.43,36,336,301,23.15,4,97
785,16,15,15,1916,1196,302,74.75,30,176,378,25.20,4,104
786,15,14,14,2206,1444,271,96.27,35,189,326,23.29,4,93
787,12,11,11,2931,2248,267,187.33,30,459,336,30.55,3,69
788,14,13,13,2154,1466,241,104.71,30,330,298,22.92,4,94
789,11,10,10,1791,1192,267,108.36,25,256,281,28.10,3,106
790,15,14,14,1821,1139,289,75.93,35,154,323,23.07,4,102
791,11,10,10,2150,1589,238,144.45,35,648,344,34.40,3,83
792,14,13,13,1945,1258,243,89.86,30,288,317,24.38,3,95
793,12,11,11,1873,1264,216,105.33,25,352,242,22.00,4,94
794,15,14,14,2172,1497,247,99.80,30,299,325,23.21,4,103
795,11,10,10,1818,1222,196,111.09,36,352,206,20.60,4,93
796,15,14,14,2357,1585,316,105.67,42,231,342,24.43,4,106
797,11,10,10,1783,1265,205,115.00,30,440,235,23.50,4,87
798,16,15,15,2281,1541,320,96.31,35,320,342,22.80,4,91
799,12,11,11,1773,1152,237,96.00,25,171,261,23.73,4,94
800,14,13,13,1824,1182,231,84.43,36,144,311,23.92,4,101
801,14,13,13,2299,1635,260,116.79,30,396,294,22.62,4,90
802,16,15,15,1916,1214,278,75.88,35,120,355,23.67,4,99
803,16,15,15,2078,1346,285,84.13,25,162,333,22.20,4,110
804,15,14,14,2202,1557,309,103.80,36,248,359,25.64,4,109
805,14,13,13,1999,1330,220,95.00,30,252,271,20.85,4,101
806,16,15,15,1730,1039,282,64.94,30,209,341,22.73,4,106
807,15,14,14,2404,1701,280,113.40,25,336,338,24.14,3,97
808,12,11,11,1623,1011,289,84.25,30,240,308,28.00,3,111
809,14,13,13,2061,1347,257,96.21,36,196,280,21.54,4,109
810,12,11,11,1827,1201,254,100.08,35,240,313,28.45,3,72
811,14,13,13,2077,1356,274,96.86,30,195,322,24.77,3,95
812,11,10,10,1746,1143,271,103.91,35,174,315,31.50,3,76
813,15,14,14,1912,1249,248,83.27,30,154,278,19.86,4,83
814,12,11,11,1620,1062,275,88.50,35,260,326,29.64,3,80
815,16,15,15,2157,1410,319,88.13,36,150,348,23.20,4,108
