Seed,Rooms,Connections,Corridors,FloorCells,RoomCells,CorridorCells,CAAddedCells,AverageRoomArea,SmallestRoomArea,LargestRoomArea,TotalCorridorLength,AverageCorridorLength,GraphDistance,ShortestPlayablePath,GenerationTimeMs
336,15,14,14,2453,1723,289,613,114.87,48,351,342,24.43,3,104,26.8841
337,14,13,13,2229,1532,249,593,109.43,45,220,303,23.31,4,101,24.5251
338,14,13,13,2288,1588,298,567,113.43,30,272,354,27.23,4,104,25.6081
339,13,12,12,1819,1171,303,517,90.08,30,210,327,27.25,4,99,19.9144
340,16,15,15,2018,1359,285,539,84.94,40,266,325,21.67,4,102,22.4596
341,10,9,9,1894,1307,197,510,130.70,40,285,293,32.56,3,101,20.8544
342,15,14,14,2422,1668,256,638,111.20,36,270,296,21.14,4,97,26.6043
343,12,11,11,2006,1383,258,510,115.25,42,286,330,30.00,3,91,20.3919
344,14,13,13,2134,1495,245,558,106.79,42,450,302,23.23,4,94,23.4409
345,11,10,10,2350,1722,269,542,156.55,54,528,301,30.10,3,107,25.2518
346,16,15,15,2080,1386,279,570,86.63,35,220,330,22.00,4,98,23.5121
347,12,11,11,1892,1281,235,516,106.75,25,280,262,23.82,4,103,19.8584
348,15,14,14,2060,1349,295,584,89.93,25,198,330,23.57,4,110,22.7509
349,12,11,11,1747,1194,224,441,99.50,30,224,238,21.64,4,96,18.0209
350,15,14,14,2140,1470,280,551,98.00,40,240,305,21.79,4,106,23.9138
351,12,11,11,2177,1559,245,528,129.92,40,494,273,24.82,4,107,24.5270
352,13,12,12,2277,1590,249,600,122.31,70,210,287,23.92,4,97,24.7621
353,12,11,11,1937,1323,214,524,110.25,35,264,259,23.55,4,93,20.5252
354,13,12,12,2278,1590,243,597,122.31,42,308,295,24.58,3,100,25.6190
355,13,12,12,2288,1660,232,543,127.69,30,400,326,27.17,4,82,22.8391
356,16,15,15,2127,1450,296,559,90.63,30,195,337,22.47,4,101,23.6885
357,15,14,14,1882,1247,282,514,83.13,30,280,314,22.43,4,103,20.2046
358,13,12,12,2210,1511,307,543,116.23,35,720,328,27.33,3,115,23.8628
359,13,12,12,1844,1200,249,523,92.31,40,231,284,23.67,4,113,20.4296
360,16,15,15,1936,1292,253,526,80.75,30,240,336,22.40,4,101,34.6797
361,14,13,13,2027,1348,269,565,96.29,35,294,305,23.46,4,98,22.5006
362,11,10,10,1580,955,311,432,86.82,48,180,333,33.30,3,71,13.7068
363,15,14,14,1870,1169,263,580,77.93,30,136,319,22.79,4,104,22.0245
364,12,11,11,1975,1287,292,541,107.25,30,340,367,33.36,3,111,21.8471
365,13,12,12,1899,1254,288,512,96.46,25,280,322,26.83,4,93,20.4051
366,12,11,11,2454,1818,218,575,151.50,35,700,280,25.45,3,86,26.4912
367,15,14,14,1665,1029,283,493,68.60,25,184,327,23.36,4,107,18.3053
368,12,11,11,1652,1009,268,487,84.08,30,180,350,31.82,3,108,17.8813
369,14,13,13,1702,1043,280,525,74.50,30,168,322,24.77,4,94,18.2930
370,11,10,10,1672,1126,202,454,102.36,40,320,244,24.40,4,105,17.3199
371,14,13,13,1895,1228,276,537,87.71,30,204,324,24.92,4,91,20.5921
372,12,11,11,1548,957,226,453,79.75,35,156,278,25.27,4,102,16.0681
373,15,14,14,1945,1251,267,571,83.40,25,187,310,22.14,4,110,22.1585
374,12,11,11,1738,1071,226,530,89.25,42,154,268,24.36,4,99,18.8182
375,16,15,15,1981,1265,266,580,79.06,35,171,375,25.00,4,91,21.6502
376,11,10,10,1654,1130,184,433,102.73,35,323,235,23.50,4,83,17.2071
377,15,14,14,2200,1509,291,582,100.60,50,272,310,22.14,4,109,23.9262
378,14,13,13,1656,1050,253,472,75.00,30,195,332,25.54,4,95,17.4096
379,15,14,14,1928,1215,313,563,81.00,40,154,348,24.86,4,99,20.8055
380,13,12,12,2219,1584,272,545,121.85,30,468,318,26.50,3,103,23.7854
381,13,12,12,2200,1524,247,573,117.23,30,364,323,26.92,3,102,24.0705
382,13,12,12,2003,1360,244,553,104.62,30,341,285,23.75,4,91,20.6425
383,16,15,15,1991,1283,306,599,80.19,35,168,324,21.60,4,104,22.4825
384,16,15,15,2355,1632,268,609,102.00,25,306,306,20.40,4,99,25.3906
385,12,11,11,1520,920,315,400,76.67,30,225,370,33.64,3,95,15.0204
386,14,13,13,2498,1796,271,598,128.29,40,420,305,23.46,4,100,27.3421
387,12,11,11,2148,1473,276,558,122.75,42,400,300,27.27,3,103,23.3701
388,16,15,15,2288,1567,247,631,97.94,35,270,299,19.93,4,96,25.0836
389,11,10,10,1903,1313,293,460,119.36,49,312,316,31.60,3,84,19.6469
390,14,13,13,1945,1262,247,575,90.14,30,165,274,21.08,4,101,21.4053
391,12,11,11,2171,1599,219,487,133.25,30,462,300,27.27,3,106,23.4990
392,15,14,14,2356,1579,290,610,105.27,35,380,341,24.36,4,110,26.1483
393,11,10,10,1939,1318,231,511,119.82,30,320,270,27.00,4,109,20.1301
394,15,14,14,2385,1651,268,647,110.07,48,340,324,23.14,4,106,26.7983
395,12,11,11,1755,1148,245,458,95.67,48,204,325,29.55,4,142,18.4378
396,16,15,15,2030,1291,301,591,80.69,30,240,341,22.73,4,99,22.7086
397,11,10,10,1926,1265,212,526,115.00,45,238,275,27.50,4,91,18.4996
398,14,13,13,1873,1202,245,552,85.86,40,198,293,22.54,4,95,20.0956
399,14,13,13,2050,1386,220,587,99.00,30,224,264,20.31,4,96,21.7325
400,14,13,13,2078,1435,285,526,102.50,30,288,327,25.15,3,95,21.7097
401,16,15,15,2326,1554,285,622,97.13,30,330,314,20.93,4,97,23.5189
402,13,12,12,2052,1370,262,574,105.38,30,330,296,24.67,3,93,22.1662
403,13,12,12,2217,1521,242,606,117.00,35,378,263,21.92,4,95,22.3926
404,13,12,12,2246,1573,248,565,121.00,36,486,317,26.42,4,100,23.9107
405,16,15,15,1957,1213,277,607,75.81,30,220,370,24.67,4,112,21.6416
406,16,15,15,2015,1342,286,565,83.88,30,240,342,22.80,4,102,23.9387
407,14,13,13,2017,1324,234,612,94.57,54,169,263,20.23,4,94,21.9655
408,12,11,11,2285,1667,321,489,138.92,30,448,390,35.45,3,69,21.5079
409,15,14,14,2184,1451,236,622,96.73,40,345,325,23.21,4,92,25.0767
410,12,11,11,1967,1303,288,518,108.58,25,408,309,28.09,3,108,21.4105
411,16,15,15,2153,1453,264,604,90.81,30,216,320,21.33,4,107,25.3415
412,12,11,11,1955,1299,284,536,108.25,35,390,298,27.09,3,99,32.9767
413,14,13,13,1928,1238,320,531,88.43,30,192,351,27.00,4,110,21.2510
414,12,11,11,1949,1367,234,497,113.92,40,286,260,23.64,4,106,20.8636
415,15,14,14,1899,1234,315,509,82.27,30,270,347,24.79,4,106,20.0910
416,10,9,9,2088,1543,240,455,154.30,35,624,251,27.89,4,92,21.1151
417,16,15,15,2494,1699,266,680,106.19,35,253,338,22.53,4,102,27.9022
418,11,10,10,2388,1791,226,522,162.82,48,589,245,24.50,4,96,24.4969
419,14,13,13,2253,1512,310,592,108.00,35,338,339,26.08,3,95,25.6596
420,11,10,10,1399,876,231,402,79.64,30,187,246,24.60,4,128,14.8877
421,16,15,15,2060,1360,270,563,85.00,25,189,362,24.13,4,109,22.8727
422,16,15,15,2262,1505,307,642,94.06,25,280,347,23.13,4,100,25.7321
423,14,13,13,1961,1317,300,487,94.07,30,208,342,26.31,3,106,20.8943
424,14,13,13,2290,1585,273,589,113.21,42,416,289,22.23,4,101,24.8044
425,14,13,13,1990,1376,213,526,98.29,25,323,293,22.54,4,98,22.3934
426,13,12,12,2188,1482,261,596,114.00,63,240,292,24.33,4,104,23.1730
427,14,13,13,2190,1512,258,569,108.00,25,375,343,26.38,3,95,23.9146
428,16,15,15,2136,1471,287,552,91.94,35,247,335,22.33,4,97,23.3695
429,12,11,11,1913,1306,221,543,108.83,42,220,290,26.36,3,100,20.5235
430,13,12,12,1760,1175,263,459,90.38,30,216,311,25.92,4,99,18.7064
431,12,11,11,1720,1127,228,498,93.92,30,306,297,27.00,3,65,16.6454
432,16,15,15,2108,1385,284,609,86.56,36,170,336,22.40,4,90,23.8541
433,11,10,10,1842,1216,263,485,110.55,45,380,312,31.20,3,85,18.5402
434,14,13,13,2149,1498,236,573,107.00,40,456,270,20.77,4,91,24.0923
435,12,11,11,2072,1401,264,544,116.75,36,238,313,28.45,3,84,22.1251
436,15,14,14,1996,1297,280,558,86.47,45,152,337,24.07,4,92,55.2693
437,12,11,11,1908,1336,246,490,111.33,30,320,285,25.91,4,99,45.9151
438,14,13,13,1970,1372,289,478,98.00,35,195,329,25.31,3,96,20.2617
439,12,11,11,2175,1491,250,566,124.25,35,420,290,26.36,4,102,21.8934
440,16,15,15,2168,1446,265,595,90.38,25,216,320,21.33,4,99,24.3163
441,12,11,11,1725,1131,264,454,94.25,30,336,286,26.00,4,104,18.3680
442,14,13,13,2347,1716,264,538,122.57,45,247,321,24.69,4,104,26.0126
443,11,10,10,2171,1543,224,529,140.27,60,306,271,27.10,4,95,21.1392
444,16,15,15,2003,1328,288,539,83.00,30,225,350,23.33,4,102,22.3892
445,15,14,14,1817,1105,298,563,73.67,25,160,323,23.07,4,104,20.4206
446,14,13,13,1823,1114,316,511,79.57,25,216,389,29.92,3,103,20.4088
447,14,13,13,1979,1343,279,495,95.93,30,396,313,24.08,4,90,19.2666
448,15,14,14,2013,1292,284,574,86.13,30,225,322,23.00,4,102,22.9996
449,15,14,14,1689,1104,236,487,73.60,25,182,281,20.07,4,105,18.1180
450,14,13,13,2147,1464,287,568,104.57,30,378,325,25.00,3,100,23.6675
451,15,14,14,2117,1471,285,526,98.07,25,220,322,23.00,4,130,23.4309
452,12,11,11,2014,1345,282,530,112.08,25,280,338,30.73,3,94,21.5640
453,14,13,13,2316,1618,267,609,115.57,25,420,312,24.00,4,84,34.1241
454,10,9,9,1861,1314,234,463,131.40,45,510,256,28.44,3,57,26.7921
455,15,14,14,2474,1657,295,703,110.47,30,276,331,23.64,4,118,37.4218
456,11,10,10,2064,1418,253,528,128.91,45,459,297,29.70,3,101,25.1924
457,14,13,13,2184,1485,293,576,106.07,35,352,349,26.85,4,99,26.2512
458,12,11,11,1858,1282,288,455,106.83,35,272,326,29.64,3,102,19.7103
459,15,14,14,2004,1241,314,574,82.73,48,133,362,25.86,3,105,22.3575
460,12,11,11,1551,1001,225,448,83.42,30,190,276,25.09,4,102,17.1922
461,14,13,13,2285,1604,269,572,114.57,25,418,354,27.23,3,108,26.7739
462,12,11,11,1655,1081,240,439,90.08,30,308,257,23.36,4,92,18.7591
463,14,13,13,2298,1568,296,606,112.00,25,345,342,26.31,3,101,27.4648
464,11,10,10,2094,1461,225,561,132.82,63,289,255,25.50,4,99,24.7380
465,13,12,12,2208,1548,254,571,119.08,63,228,311,25.92,3,79,36.8760
466,16,15,15,2364,1615,262,659,100.94,35,361,306,20.40,4,98,30.7301
467,15,14,14,1451,868,262,447,57.87,25,99,294,21.00,4,94,18.4443
468,13,12,12,2488,1831,245,565,140.85,35,627,286,23.83,3,105,27.8078
469,16,15,15,1964,1230,330,579,76.88,25,247,360,24.00,4,110,22.6902
470,14,13,13,1902,1262,263,495,90.14,36,192,333,25.62,4,101,20.4244
471,14,13,13,2190,1490,268,601,106.43,35,570,316,24.31,4,94,23.6638
472,14,13,13,1922,1326,224,511,94.71,25,280,265,20.38,4,93,22.2603
473,14,13,13,2358,1636,289,635,116.86,30,320,306,23.54,3,103,26.4839
474,14,13,13,1749,1151,251,485,82.21,25,228,285,21.92,4,97,18.3761
475,11,10,10,1720,1108,273,449,100.73,40,234,305,30.50,3,108,18.4708
476,15,14,14,2026,1357,268,552,90.47,25,270,315,22.50,4,95,22.8726
477,12,11,11,2042,1470,243,483,122.50,25,324,326,29.64,3,81,21.7518
478,15,14,14,2108,1430,275,559,95.33,35,440,329,23.50,4,104,23.3430
479,11,10,10,2883,2278,243,542,207.09,40,713,290,29.00,3,97,33.0936
480,15,14,14,2031,1296,296,581,86.40,25,208,371,26.50,3,108,23.3609
481,12,11,11,1782,1135,235,545,94.58,30,259,305,27.73,4,107,19.5086
482,15,14,14,2437,1674,302,648,111.60,42,260,318,22.71,4,96,28.3611
483,12,11,11,1950,1345,222,519,112.08,35,450,254,23.09,4,108,21.1165
484,14,13,13,2385,1704,311,542,121.71,25,532,368,28.31,4,109,27.1664
485,12,11,11,2146,1553,212,517,129.42,70,308,225,20.45,4,88,22.8179
486,15,14,14,2366,1636,261,625,109.07,55,240,340,24.29,4,108,27.1574
487,12,11,11,2184,1585,217,535,132.08,25,360,255,23.18,4,101,25.7688
488,13,12,12,2116,1467,283,508,112.85,42,330,314,26.17,4,95,23.4849
489,14,13,13,2227,1551,249,566,110.79,25,240,275,21.15,4,102,26.4731
490,13,12,12,2244,1538,280,604,118.31,42,261,323,26.92,3,107,26.3032
491,14,13,13,2052,1404,256,524,100.29,25,288,310,23.85,4,93,21.4693
492,16,15,15,2119,1412,328,544,88.25,30,351,387,25.80,4,109,24.7383
493,16,15,15,2188,1472,288,581,92.00,25,224,353,23.53,4,99,24.5123
494,13,12,12,2072,1415,264,533,108.85,30,552,298,24.83,4,106,25.0159
495,13,12,12,2107,1402,279,596,107.85,48,270,295,24.58,4,99,23.6926
496,11,10,10,1618,1011,253,469,91.91,40,150,297,29.70,3,98,17.3992
497,16,15,15,2577,1844,244,651,115.25,40,308,303,20.20,4,100,33.2929
498,11,10,10,1689,1062,284,462,96.55,25,290,341,34.10,3,95,17.7642
499,13,12,12,1661,1050,236,498,80.77,25,180,287,23.92,3,99,19.6563
500,12,11,11,2022,1376,300,504,114.67,40,230,326,29.64,3,109,22.1197
501,15,14,14,2017,1304,262,600,86.93,40,168,307,21.93,4,100,22.3005
502,12,11,11,2217,1617,271,520,134.75,30,620,294,26.73,3,100,24.4488
503,16,15,15,1947,1222,233,620,76.38,35,154,314,20.93,4,97,21.5136
504,11,10,10,2058,1514,205,474,137.64,35,600,251,25.10,4,95,20.5036
505,15,14,14,2078,1344,304,605,89.60,35,234,331,23.64,4,107,22.3811
506,11,10,10,2111,1525,247,478,138.64,42,375,262,26.20,4,119,22.1110
507,13,12,12,1904,1242,287,518,95.54,48,306,333,27.75,3,104,20.6632
508,12,11,11,2121,1467,257,549,122.25,40,231,282,25.64,4,98,23.7474
509,15,14,14,2119,1418,305,551,94.53,36,247,357,25.50,4,104,23.0921
510,12,11,11,2216,1532,210,602,127.67,56,256,245,22.27,4,97,24.9315
511,13,12,12,2142,1491,279,531,114.69,40,231,330,27.50,3,91,23.5664
512,14,13,13,2359,1734,267,533,123.86,30,704,314,24.15,4,98,25.8158
513,14,13,13,2364,1746,297,519,124.71,35,476,325,25.00,4,102,26.3269
514,15,14,14,1714,1049,288,502,69.93,25,147,328,23.43,3,106,18.6994
515,14,13,13,2215,1566,269,551,111.86,49,273,308,23.69,3,100,24.0542
516,14,13,13,1897,1221,262,559,87.21,30,374,298,22.92,4,99,21.0768
517,13,12,12,1806,1215,274,465,93.46,30,247,300,25.00,4,89,18.9333
518,14,13,13,2126,1353,292,639,96.64,25,189,325,25.00,4,97,36.1395
519,12,11,11,2077,1445,261,519,120.42,25,231,321,29.18,3,89,24.1455
520,16,15,15,2459,1767,284,599,110.44,30,462,318,21.20,4,106,27.0722
521,11,10,10,1831,1194,288,491,108.55,25,253,313,31.30,3,106,19.2404
522,15,14,14,2303,1622,306,548,108.13,35,374,365,26.07,4,92,25.8586
523,12,11,11,1854,1215,286,492,101.25,25,294,300,27.27,3,100,20.1385
524,16,15,15,1962,1266,318,530,79.13,25,216,351,23.40,4,105,20.7801
525,11,10,10,2016,1429,198,510,129.91,36,464,301,30.10,3,76,21.2208
526,15,14,14,2169,1466,254,622,97.73,45,170,314,22.43,4,112,24.9600
527,11,10,10,2021,1410,229,509,128.18,25,288,279,27.90,3,103,22.0141
528,15,14,14,2172,1519,262,566,101.27,40,231,308,22.00,4,99,24.5639
529,11,10,10,1529,1005,192,442,91.36,30,176,219,21.90,4,70,15.1675
530,14,13,13,2116,1469,253,551,104.93,25,189,311,23.92,4,102,23.1752
531,12,11,11,1823,1200,270,468,100.00,30,532,316,28.73,4,124,19.8307
532,14,13,13,2121,1480,233,546,105.71,50,204,296,22.77,4,108,23.4823
533,13,12,12,1937,1288,258,526,99.08,30,210,304,25.33,4,109,21.0223
534,14,13,13,1656,1019,282,507,72.79,30,132,324,24.92,3,104,17.8238
535,14,13,13,2197,1517,277,537,108.36,48,260,310,23.85,4,105,24.0164
536,14,13,13,2140,1444,286,546,103.14,35,418,347,26.69,3,102,23.0191
537,16,15,15,2603,1861,269,645,116.31,30,580,329,21.93,4,100,29.4784
538,16,15,15,2014,1349,283,558,84.31,40,304,306,20.40,4,93,23.8141
539,13,12,12,1789,1121,268,518,86.23,35,187,308,25.67,4,101,21.2434
540,15,14,14,1850,1163,294,542,77.53,25,288,367,26.21,4,108,20.0550
541,15,14,14,2184,1545,263,525,103.00,30,234,351,25.07,3,104,23.9868
542,11,10,10,1966,1328,260,509,120.73,35,270,320,32.00,3,92,22.0828
543,15,14,14,2215,1465,237,661,97.67,42,289,270,19.29,4,88,25.7251
544,12,11,11,1918,1291,263,472,107.58,30,312,336,30.55,3,90,19.3410
545,14,13,13,2292,1614,275,584,115.29,35,338,315,24.23,4,83,26.0743
546,12,11,11,2017,1424,268,483,118.67,25,528,307,27.91,3,112,22.0351
547,15,14,14,2048,1363,273,566,90.87,40,198,315,22.50,4,107,22.8649
548,12,11,11,2248,1604,257,553,133.67,42,520,285,25.91,4,97,25.1366
549,15,14,14,2050,1330,324,550,88.67,30,221,369,26.36,3,96,22.2882
550,12,11,11,1700,1091,219,484,90.92,48,184,263,23.91,4,106,18.5910
551,14,13,13,2030,1349,271,540,96.36,25,380,373,28.69,4,104,21.5933
552,11,10,10,2323,1772,227,449,161.09,30,735,248,24.80,4,91,22.8255
553,15,14,14,2094,1322,241,673,88.13,30,209,304,21.71,4,99,24.3847
554,12,11,11,1930,1301,235,542,108.42,40,280,278,25.27,4,102,20.4619
555,13,12,12,1869,1224,321,450,94.15,25,276,360,30.00,3,107,19.9075
556,14,13,13,2041,1344,272,572,96.00,30,286,298,22.92,4,99,22.6226
557,16,15,15,2101,1350,286,630,84.38,35,210,335,22.33,4,108,23.5496
558,15,14,14,2027,1358,282,561,90.53,36,210,315,22.50,4,101,23.8125
559,14,13,13,1883,1220,266,523,87.14,30,272,319,24.54,4,98,23.2441
560,13,12,12,1762,1090,289,513,83.85,25,186,322,26.83,3,104,18.3696
561,15,14,14,1794,1077,297,554,71.80,30,187,367,26.21,4,101,19.9822
562,14,13,13,2450,1768,279,572,126.29,45,352,324,24.92,4,106,26.3284
563,12,11,11,1618,997,306,455,83.08,36,136,317,28.82,4,107,16.8342
564,14,13,13,1786,1168,237,507,83.43,30,261,303,23.31,4,105,21.9036
565,12,11,11,1929,1242,273,559,103.50,30,210,311,28.27,3,95,20.8639
566,13,12,12,2135,1486,278,533,114.31,25,324,329,27.42,4,107,24.4820
567,11,10,10,1598,997,240,462,90.64,40,279,274,27.40,4,104,19.0153
568,16,15,15,2343,1609,293,596,100.56,35,375,363,24.20,4,99,34.6678
569,12,11,11,2084,1404,302,557,117.00,25,560,336,30.55,3,107,27.0084
570,14,13,13,2145,1450,254,592,103.57,45,162,280,21.54,4,101,38.1181
571,12,11,11,2094,1508,247,466,125.67,30,725,292,26.55,4,102,21.9721
572,14,13,13,2157,1486,292,565,106.14,30,240,319,24.54,4,90,24.8315
573,12,11,11,2027,1430,263,479,119.17,25,448,292,26.55,4,111,19.8135
574,14,13,13,1637,1005,234,520,71.79,35,190,302,23.23,4,101,17.7618
575,12,11,11,2074,1416,232,563,118.00,30,261,263,23.91,4,95,21.6367
576,16,15,15,2336,1554,310,669,97.13,30,210,342,22.80,4,102,26.3333
577,14,13,13,2257,1545,240,614,110.36,35,364,278,21.38,4,103,25.0837
578,14,13,13,2204,1514,245,584,108.14,30,260,317,24.38,4,87,23.5096
579,14,13,13,2269,1593,266,578,113.79,48,168,320,24.62,4,98,23.9013
580,16,15,15,2395,1672,272,614,104.50,25,384,353,23.53,4,108,26.9535
581,13,12,12,2328,1664,283,511,128.00,35,660,310,25.83,3,99,25.0172
582,14,13,13,1762,1086,316,496,77.57,25,252,363,27.92,3,96,19.5042
583,14,13,13,1871,1248,244,521,89.14,35,182,308,23.69,4,96,19.8292
584,16,15,15,1836,1173,289,529,73.31,35,210,347,23.13,4,98,20.0620
585,15,14,14,2028,1294,269,613,86.27,30,140,304,21.71,4,82,23.3363
586,12,11,11,2433,1746,260,601,145.50,42,462,300,27.27,3,87,25.1615
587,15,14,14,1885,1165,295,548,77.67,25,150,332,23.71,4,112,21.0051
588,11,10,10,1927,1302,260,490,118.36,30,285,315,31.50,3,102,20.1286
589,16,15,15,2399,1620,298,651,101.25,36,380,355,23.67,4,88,26.4115
590,11,10,10,1927,1358,285,454,123.45,30,345,320,32.00,3,84,19.9190
591,14,13,13,1840,1198,263,501,85.57,30,140,309,23.77,4,99,20.0559
592,12,11,11,2266,1636,241,550,136.33,25,500,292,26.55,4,113,25.5353
593,15,14,14,2118,1438,297,559,95.87,35,240,316,22.57,4,102,22.9956
594,12,11,11,2180,1515,265,550,126.25,42,475,284,25.82,4,114,24.3295
595,15,14,14,2135,1480,280,553,98.67,35,256,346,24.71,3,98,23.7555
596,11,10,10,2135,1529,259,499,139.00,35,396,275,27.50,4,95,22.5284
597,15,14,14,2615,1861,274,667,124.07,40,375,324,23.14,4,98,30.3148
598,12,11,11,2042,1480,217,493,123.33,30,513,232,21.09,4,94,22.4230
599,14,13,13,2125,1479,250,533,105.64,35,304,304,23.38,4,108,23.8416
600,14,13,13,2450,1796,241,572,128.29,40,868,278,21.38,4,97,27.1428
601,13,12,12,2147,1466,306,531,112.77,30,495,388,32.33,3,121,23.7100
602,16,15,15,2075,1359,282,602,84.94,45,255,317,21.13,4,95,23.4335
603,15,14,14,2226,1584,256,554,105.60,25,310,317,22.64,4,108,25.4074
604,13,12,12,1453,888,277,414,68.31,25,144,322,26.83,4,109,15.5588
605,14,13,13,2261,1547,288,593,110.50,35,256,337,25.92,4,95,25.4304
606,15,14,14,2130,1432,266,577,95.47,30,304,312,22.29,4,95,24.9186
607,11,10,10,2039,1460,243,497,132.73,35,442,268,26.80,3,117,23.1747
608,13,12,12,2119,1515,237,525,116.54,45,266,253,21.08,4,93,23.4297
609,12,11,11,1616,935,322,478,77.92,40,143,367,33.36,3,76,15.3742
610,14,13,13,2090,1369,277,584,97.79,30,390,311,23.92,3,98,23.5930
611,11,10,10,1659,1085,284,417,98.64,40,238,311,31.10,3,119,17.2191
612,15,14,14,2166,1414,252,641,94.27,40,182,288,20.57,4,92,28.6515
613,12,11,11,2266,1593,251,565,132.75,25,384,294,26.73,4,94,26.5226
614,15,14,14,1984,1253,303,588,83.53,25,243,359,25.64,3,95,22.8638
615,10,9,9,1813,1200,206,509,120.00,45,350,235,26.11,4,106,21.3804
616,14,13,13,1983,1261,281,591,90.07,35,168,308,23.69,4,106,25.5177
617,12,11,11,2345,1785,273,466,148.75,25,1032,307,27.91,4,101,27.0191
618,13,12,12,2256,1543,290,582,118.69,45,240,308,25.67,4,112,25.0769
619,12,11,11,1651,1072,230,472,89.33,36,160,273,24.82,4,91,18.0058
620,13,12,12,2440,1663,261,670,127.92,56,243,325,27.08,4,94,26.1070
621,12,11,11,2344,1701,237,548,141.75,30,264,274,24.91,4,96,25.0981
622,14,13,13,1821,1133,278,534,80.93,25,147,299,23.00,4,98,19.8178
623,15,14,14,2043,1382,259,551,92.13,35,312,302,21.57,4,91,35.4508
624,14,13,13,2515,1872,250,558,133.71,25,550,321,24.69,4,71,27.3093
625,14,13,13,2364,1676,264,578,119.71,40,429,312,24.00,4,100,25.7378
626,14,13,13,1796,1163,275,516,83.07,35,168,299,23.00,3,102,20.1959
627,14,13,13,2011,1339,252,560,95.64,40,182,291,22.38,4,97,22.8292
628,14,13,13,2285,1617,342,536,115.50,42,228,381,29.31,3,94,22.6767
629,15,14,14,1963,1239,278,596,82.60,25,130,308,22.00,3,104,21.4812
630,11,10,10,1705,1058,222,546,96.18,54,144,280,28.00,3,104,19.0050
631,13,12,12,1964,1287,250,557,99.00,30,261,319,26.58,4,88,20.7713
632,12,11,11,2392,1705,267,590,142.08,42,648,308,28.00,3,83,25.0245
633,16,15,15,2233,1504,257,638,94.00,42,144,345,23.00,4,105,24.6441
634,11,10,10,2384,1796,232,491,163.27,35,651,305,30.50,3,90,25.5629
635,14,13,13,1735,1100,238,535,78.57,25,144,298,22.92,4,104,18.3178
636,12,11,11,2367,1765,258,498,147.08,30,680,330,30.00,3,87,24.8098
637,16,15,15,2249,1510,285,644,94.38,35,204,323,21.53,4,102,25.8809
638,12,11,11,1929,1324,239,487,110.33,35,418,294,26.73,4,105,20.0532
639,15,14,14,2211,1508,261,598,100.53,40,252,294,21.00,4,87,24.5659
640,12,11,11,1946,1313,244,502,109.42,30,350,278,25.27,4,101,19.4133
641,15,14,14,2304,1564,261,634,104.27,40,220,310,22.14,4,96,25.9956
642,11,10,10,1992,1425,209,477,129.55,72,264,237,23.70,4,88,19.9015
643,13,12,12,2114,1424,275,549,109.54,25,253,303,25.25,4,96,22.3211
644,14,13,13,1814,1138,257,546,81.29,40,207,344,26.46,4,100,19.6332
645,16,15,15,1887,1200,313,543,75.00,25,196,340,22.67,4,108,20.6404
646,15,14,14,2023,1367,273,551,91.13,30,208,289,20.64,4,94,23.7354
647,14,13,13,1721,1116,273,482,79.71,25,234,335,25.77,3,120,18.9505
648,14,13,13,2235,1525,280,575,108.93,25,306,322,24.77,4,91,23.3893
649,16,15,15,2437,1680,336,647,105.00,40,432,389,25.93,4,110,27.5666
650,15,14,14,2165,1493,262,584,99.53,36,330,349,24.93,3,106,23.9797
651,15,14,14,2192,1509,239,583,100.60,25,342,344,24.57,4,102,23.6897
652,14,13,13,1492,876,222,513,62.57,35,90,280,21.54,4,107,16.8491
653,12,11,11,1557,966,285,436,80.50,36,126,300,27.27,4,112,16.4865
654,15,14,14,2000,1264,295,606,84.27,25,190,335,23.93,4,109,23.0520
655,12,11,11,1935,1367,295,453,113.92,30,486,330,30.00,3,72,16.0502
656,15,14,14,2094,1317,278,625,87.80,25,238,322,23.00,4,109,24.1736
657,12,11,11,1317,739,289,399,61.58,25,175,311,28.27,3,102,14.0456
658,14,13,13,2171,1474,285,581,105.29,30,432,332,25.54,4,104,28.8893
659,11,10,10,1911,1330,217,488,120.91,49,270,252,25.20,4,118,20.7589
660,15,14,14,1855,1161,281,558,77.40,30,238,330,23.57,4,97,20.1846
661,11,10,10,1880,1322,182,483,120.18,30,448,223,22.30,4,82,21.0425
662,14,13,13,2324,1607,258,610,114.79,36,196,339,26.08,3,90,26.4389
663,12,11,11,2135,1518,251,481,126.50,25,546,279,25.36,4,103,22.7761
664,16,15,15,1973,1260,306,579,78.75,30,170,362,24.13,4,105,23.5477
665,11,10,10,2094,1494,229,503,135.82,60,357,258,25.80,4,105,25.9314
666,13,12,12,2155,1493,285,548,114.85,40,272,308,25.67,3,94,27.2224
667,15,14,14,2353,1636,247,623,109.07,25,330,281,20.07,4,101,28.9949
668,14,13,13,2423,1726,278,598,123.29,25,286,343,26.38,3,103,29.5482
669,13,12,12,1961,1308,267,527,100.62,42,276,294,24.50,4,104,22.0810
670,14,13,13,2398,1728,276,567,123.43,36,448,308,23.69,3,103,27.3969
671,14,13,13,2246,1582,294,539,113.00,25,392,335,25.77,4,106,27.0807
672,14,13,13,2461,1790,249,565,127.86,35,468,313,24.08,4,81,27.6433
673,14,13,13,2193,1519,255,585,108.50,35,231,277,21.31,4,104,28.8228
